date_of_birth,gender,marital_status,religion,nationality,cnic,father_name,father_occupation,semester,address
1995-04-24,Female,Single,Islam,Pakistani,5838409570574,Javed Ahmed,Accountant,6,5678 Street Karachi
1999-09-07,Male,Married,Islam,Pakistani,3565735223464,Kamran Ali,Professor,7,9012 Street Islamabad
1999-12-21,Female,Other,Islam,Pakistani,1549222975409,Khalid Ahmed,Artist,8,1234 Street Lahore
1994-10-28,Male,Single,Islam,Pakistani,7442395395774,Mohammad Ali,Engineer,1,5678 Street Karachi
1999-02-01,Female,Married,Islam,Pakistani,3930281469814,Nadeem Khan,Doctor,2,9012 Street Islamabad
1997-06-24,Male,Other,Islam,Pakistani,8334029308258,Obaid Ahmed,Teacher,3,1234 Street Lahore
1996-07-15,Female,Single,Islam,Pakistani,0789231606650,Rizwan Ali,Accountant,4,5678 Street Karachi
2003-02-10,Male,Married,Islam,Pakistani,1430621191430,Saad Ahmed,Professor,5,9012 Street Islamabad
1995-08-12,Female,Other,Islam,Pakistani,7529900741833,Sajid Khan,Artist,6,1234 Street Lahore
2001-08-09,Male,Single,Islam,Pakistani,6820543318371,Sajjad Ahmed,Engineer,7,5678 Street Karachi
1995-02-14,Female,Married,Islam,Pakistani,2489981494266,Salman Ali,Doctor,8,9012 Street Islamabad
1996-11-30,Male,Other,Islam,Pakistani,6939788357990,Sami Khan,Teacher,1,1234 Street Lahore
2003-01-26,Female,Single,Islam,Pakistani,5778283405042,Saqib Ali,Accountant,2,5678 Street Karachi
2001-03-31,Male,Married,Islam,Pakistani,2394877513913,Shahbaz Ahmed,Professor,3,9012 Street Islamabad
2003-02-09,Female,Other,Islam,Pakistani,9908020596179,Shahid Ali,Artist,4,1234 Street Lahore
2000-07-09,Male,Single,Islam,Pakistani,6912068903538,Shakeel Ahmed,Engineer,5,5678 Street Karachi
1996-03-31,Female,Married,Islam,Pakistani,1079988389107,Shoaib Khan,Doctor,6,9012 Street Islamabad
1998-12-03,Male,Other,Islam,Pakistani,1532419550556,Sohail Ahmed,Teacher,7,1234 Street Lahore
2001-03-10,Female,Single,Islam,Pakistani,5878566843303,Taimoor Ali,Accountant,8,5678 Street Karachi
2002-12-23,Male,Married,Islam,Pakistani,2468941304571,Talha Ahmed,Professor,1,9012 Street Islamabad
1997-09-14,Female,Other,Islam,Pakistani,0611356173727,Tariq Ali,Artist,2,1234 Street Lahore
2002-05-15,Male,Single,Islam,Pakistani,4506440551470,Waqas Ahmed,Engineer,3,5678 Street Karachi
2004-12-24,Female,Married,Islam,Pakistani,8521856693477,Waseem Khan,Doctor,4,9012 Street Islamabad
2001-07-28,Male,Other,Islam,Pakistani,8135062907920,Yasir Ahmed,Teacher,5,1234 Street Lahore
2004-04-12,Female,Single,Islam,Pakistani,5351353208495,Yasir Khan,Accountant,6,5678 Street Karachi
1995-07-16,Male,Married,Islam,Pakistani,0384449214158,Zafar Ali,Professor,7,9012 Street Islamabad
2002-06-14,Female,Other,Islam,Pakistani,6746828599512,Zahid Ahmed,Artist,8,1234 Street Lahore
1999-03-21,Male,Single,Islam,Pakistani,0774054411156,Zaid Khan,Engineer,1,5678 Street Karachi
1995-08-16,Female,Married,Islam,Pakistani,3704042858333,Zain Ahmed,Doctor,2,9012 Street Islamabad
1998-12-22,Male,Other,Islam,Pakistani,2815379504311,Zainab Khan,Teacher,3,1234 Street Lahore
2000-05-08,Female,Single,Islam,Pakistani,2352537848775,Zainul Abideen,Accountant,4,5678 Street Karachi
2001-09-15,Male,Married,Islam,Pakistani,5163640532492,Zakir Khan,Professor,5,9012 Street Islamabad
1998-07-30,Female,Other,Islam,Pakistani,7621318442857,Zara Ahmed,Artist,6,1234 Street Lahore
1995-12-28,Male,Single,Islam,Pakistani,1807831232343,Zeeshan Ali,Engineer,7,5678 Street Karachi
2004-10-07,Female,Married,Islam,Pakistani,8832750761789,Zia Ahmed,Doctor,8,9012 Street Islamabad
1999-09-23,Male,Other,Islam,Pakistani,0232183282174,Zubair Ali,Teacher,1,1234 Street Lahore
1996-05-04,Female,Single,Islam,Pakistani,6332773357321,Zubair Ahmed,Accountant,2,5678 Street Karachi
2001-11-10,Male,Married,Islam,Pakistani,4646659766997,Ahmed Ali,Professor,3,9012 Street Islamabad
1995-03-26,Female,Other,Islam,Pakistani,3016549650477,Asad Khan,Artist,4,1234 Street Lahore
1996-03-13,Male,Single,Islam,Pakistani,6115196051265,Asad Ahmed,Engineer,5,5678 Street Karachi
2001-04-08,Female,Married,Islam,Pakistani,3420042548051,Bilal Khan,Doctor,6,9012 Street Islamabad
1999-01-12,Male,Other,Islam,Pakistani,2247813964505,Faisal Ahmed,Teacher,7,1234 Street Lahore
1994-08-07,Female,Single,Islam,Pakistani,8469463319351,Ghulam Ali,Accountant,8,5678 Street Karachi
1997-10-23,Male,Married,Islam,Pakistani,1161661089546,Hassan Khan,Professor,1,9012 Street Islamabad
2001-11-20,Female,Other,Islam,Pakistani,4922142289857,Imran Ahmed,Artist,2,1234 Street Lahore
2001-02-26,Male,Single,Islam,Pakistani,4125588431971,Javed Ali,Engineer,3,5678 Street Karachi
2002-10-01,Female,Married,Islam,Pakistani,4631663940955,Khalid Khan,Doctor,4,9012 Street Islamabad
1994-03-12,Male,Other,Islam,Pakistani,5283178049465,Mohammad Hassan,Teacher,5,1234 Street Lahore
1994-07-02,Female,Single,Islam,Pakistani,5749962341403,Obaid Ali,Accountant,6,5678 Street Karachi
1994-02-08,Male,Married,Islam,Pakistani,0748096100481,Shahid Khan,Professor,7,9012 Street Islamabad
1996-01-01,Female,Other,Islam,Pakistani,6978066248463,Waheed Ahmed,Artist,8,1234 Street Lahore
1999-01-02,Male,Single,Islam,Pakistani,8062646667802,Yasir Ali,Engineer,1,5678 Street Karachi
2003-02-16,Female,Married,Islam,Pakistani,2144386303064,Zubair Khan,Doctor,2,9012 Street Islamabad
2002-12-24,Male,Other,Islam,Pakistani,5263825495686,Asad Ahmed,Teacher,3,1234 Street Lahore
1999-04-16,Female,Single,Islam,Pakistani,4707578722481,Bilal Ali,Accountant,4,5678 Street Karachi
2002-12-06,Male,Married,Islam,Pakistani,8425263973479,Fahad Khan,Professor,5,9012 Street Islamabad
1997-01-01,Female,Other,Islam,Pakistani,9689853116225,Faisal Ahmed,Artist,6,1234 Street Lahore
2001-11-23,Male,Single,Islam,Pakistani,5323005239036,Ghulam Ali,Engineer,7,5678 Street Karachi
1995-02-21,Female,Married,Islam,Pakistani,1808482661524,Haris Ali,Doctor,8,9012 Street Islamabad
1995-07-12,Male,Other,Islam,Pakistani,8849193651134,Imran Khan,Teacher,1,1234 Street Lahore
1995-10-28,Female,Single,Islam,Pakistani,9987790587230,Javed Ahmed,Accountant,2,5678 Street Karachi
1998-05-20,Male,Married,Islam,Pakistani,2336734556461,Kamran Ali,Professor,3,9012 Street Islamabad
1995-03-27,Female,Other,Islam,Pakistani,3705177346014,Khalid Ahmed,Artist,4,1234 Street Lahore
2003-09-21,Male,Single,Islam,Pakistani,3306364521357,Mohammad Ali,Engineer,5,5678 Street Karachi
1997-09-03,Female,Married,Islam,Pakistani,8058922658114,Nadeem Khan,Doctor,6,9012 Street Islamabad
1995-01-06,Male,Other,Islam,Pakistani,5264491924946,Obaid Ahmed,Teacher,7,1234 Street Lahore
2002-04-20,Female,Single,Islam,Pakistani,5653865800060,Rizwan Ali,Accountant,8,5678 Street Karachi
2002-01-17,Male,Married,Islam,Pakistani,6745705624404,Saad Ahmed,Professor,1,9012 Street Islamabad
2003-02-21,Female,Other,Islam,Pakistani,6662064660495,Sajid Khan,Artist,2,1234 Street Lahore
2000-10-16,Male,Single,Islam,Pakistani,7388591489405,Sajjad Ahmed,Engineer,3,5678 Street Karachi
2000-09-14,Female,Married,Islam,Pakistani,1052427037943,Salman Ali,Doctor,4,9012 Street Islamabad
1996-07-19,Male,Other,Islam,Pakistani,0319158385662,Sami Khan,Teacher,5,1234 Street Lahore
2001-05-27,Female,Single,Islam,Pakistani,9293852066535,Saqib Ali,Accountant,6,5678 Street Karachi
1997-11-06,Male,Married,Islam,Pakistani,7486557742664,Shahbaz Ahmed,Professor,7,9012 Street Islamabad
1994-03-26,Female,Other,Islam,Pakistani,8375909883867,Shahid Ali,Artist,8,1234 Street Lahore
1995-11-25,Male,Single,Islam,Pakistani,5027081646196,Shakeel Ahmed,Engineer,1,5678 Street Karachi
2002-02-14,Female,Married,Islam,Pakistani,8997429143383,Shoaib Khan,Doctor,2,9012 Street Islamabad
1994-10-04,Male,Other,Islam,Pakistani,4451764053252,Sohail Ahmed,Teacher,3,1234 Street Lahore
1997-05-22,Female,Single,Islam,Pakistani,1930024824633,Taimoor Ali,Accountant,4,5678 Street Karachi
1994-07-04,Male,Married,Islam,Pakistani,0417088804743,Talha Ahmed,Professor,5,9012 Street Islamabad
1997-10-25,Female,Other,Islam,Pakistani,4149968646250,Tariq Ali,Artist,6,1234 Street Lahore
1999-02-19,Male,Single,Islam,Pakistani,9507917195770,Waqas Ahmed,Engineer,7,5678 Street Karachi
2001-02-02,Female,Married,Islam,Pakistani,0294382173849,Waseem Khan,Doctor,8,9012 Street Islamabad
2000-05-13,Male,Other,Islam,Pakistani,8993777101004,Yasir Ahmed,Teacher,1,1234 Street Lahore
1996-09-03,Female,Single,Islam,Pakistani,0002727166265,Yasir Khan,Accountant,2,5678 Street Karachi
2001-08-31,Male,Married,Islam,Pakistani,8345845593986,Zafar Ali,Professor,3,9012 Street Islamabad
1994-10-12,Female,Other,Islam,Pakistani,9498595908447,Zahid Ahmed,Artist,4,1234 Street Lahore
2002-04-24,Male,Single,Islam,Pakistani,8935937255418,Zaid Khan,Engineer,5,5678 Street Karachi
1996-12-19,Female,Married,Islam,Pakistani,2063455095283,Zain Ahmed,Doctor,6,9012 Street Islamabad
1998-03-11,Male,Other,Islam,Pakistani,8826266141738,Zainab Khan,Teacher,7,1234 Street Lahore
2001-08-04,Female,Single,Islam,Pakistani,9315225099369,Zainul Abideen,Accountant,8,5678 Street Karachi
1996-07-29,Male,Married,Islam,Pakistani,3231830071911,Zakir Khan,Professor,1,9012 Street Islamabad
1997-12-24,Female,Other,Islam,Pakistani,7845817809889,Zara Ahmed,Artist,2,1234 Street Lahore
1998-07-02,Male,Single,Islam,Pakistani,7095183660374,Zeeshan Ali,Engineer,3,5678 Street Karachi
1996-12-01,Female,Married,Islam,Pakistani,0322861029079,Zia Ahmed,Doctor,4,9012 Street Islamabad
2000-01-08,Male,Other,Islam,Pakistani,0158430020803,Zubair Ali,Teacher,5,1234 Street Lahore
1996-12-10,Female,Single,Islam,Pakistani,6253892654653,Zubair Ahmed,Accountant,6,5678 Street Karachi
2003-09-04,Male,Married,Islam,Pakistani,9769955162091,Ahmed Ali,Professor,7,9012 Street Islamabad
1994-03-11,Female,Other,Islam,Pakistani,8603598268569,Asad Khan,Artist,8,1234 Street Lahore
2002-01-11,Male,Single,Islam,Pakistani,7584070198298,Asad Ahmed,Engineer,1,5678 Street Karachi
1999-08-14,Female,Married,Islam,Pakistani,7558428488386,Bilal Khan,Doctor,2,9012 Street Islamabad
1999-02-08,Male,Other,Islam,Pakistani,2126729516804,Faisal Ahmed,Teacher,3,1234 Street Lahore
2003-01-30,Female,Single,Islam,Pakistani,2946836091232,Ghulam Ali,Accountant,4,5678 Street Karachi
2003-01-16,Male,Married,Islam,Pakistani,9787566577927,Hassan Khan,Professor,5,9012 Street Islamabad
2003-05-16,Female,Other,Islam,Pakistani,7158966285396,Imran Ahmed,Artist,6,1234 Street Lahore
1996-02-08,Male,Single,Islam,Pakistani,9093802128803,Javed Ali,Engineer,7,5678 Street Karachi
1995-10-11,Female,Married,Islam,Pakistani,8700039935194,Khalid Khan,Doctor,8,9012 Street Islamabad
2004-08-02,Male,Other,Islam,Pakistani,7001959822395,Mohammad Hassan,Teacher,1,1234 Street Lahore
1995-07-04,Female,Single,Islam,Pakistani,3190151073048,Obaid Ali,Accountant,2,5678 Street Karachi
2001-02-10,Male,Married,Islam,Pakistani,4303687723087,Shahid Khan,Professor,3,9012 Street Islamabad
1994-03-12,Female,Other,Islam,Pakistani,9173178964891,Waheed Ahmed,Artist,4,1234 Street Lahore
1997-07-29,Male,Single,Islam,Pakistani,9028157964669,Yasir Ali,Engineer,5,5678 Street Karachi
1996-01-30,Female,Married,Islam,Pakistani,8829911961084,Zubair Khan,Doctor,6,9012 Street Islamabad
1997-06-09,Male,Other,Islam,Pakistani,1722730285217,Asad Ahmed,Teacher,7,1234 Street Lahore
2001-09-25,Female,Single,Islam,Pakistani,3194419492275,Bilal Ali,Accountant,8,5678 Street Karachi
2000-01-20,Male,Married,Islam,Pakistani,5517799491198,Fahad Khan,Professor,1,9012 Street Islamabad
1999-06-30,Female,Other,Islam,Pakistani,5095261753737,Faisal Ahmed,Artist,2,1234 Street Lahore
1997-11-07,Male,Single,Islam,Pakistani,3908901886266,Ghulam Ali,Engineer,3,5678 Street Karachi
1994-09-15,Female,Married,Islam,Pakistani,9915675463429,Haris Ali,Doctor,4,9012 Street Islamabad
1999-08-29,Male,Other,Islam,Pakistani,4202055885188,Imran Khan,Teacher,5,1234 Street Lahore
1999-03-15,Female,Single,Islam,Pakistani,2592813949215,Javed Ahmed,Accountant,6,5678 Street Karachi
2004-10-10,Male,Married,Islam,Pakistani,0820286793727,Kamran Ali,Professor,7,9012 Street Islamabad
1997-09-20,Female,Other,Islam,Pakistani,4814693417055,Khalid Ahmed,Artist,8,1234 Street Lahore
1999-04-16,Male,Single,Islam,Pakistani,5903436440119,Mohammad Ali,Engineer,1,5678 Street Karachi
1999-02-03,Female,Married,Islam,Pakistani,0178160347405,Nadeem Khan,Doctor,2,9012 Street Islamabad
2000-10-24,Male,Other,Islam,Pakistani,4537655802073,Obaid Ahmed,Teacher,3,1234 Street Lahore
2004-04-27,Female,Single,Islam,Pakistani,8755699967541,Rizwan Ali,Accountant,4,5678 Street Karachi
1998-01-24,Male,Married,Islam,Pakistani,2554605117834,Saad Ahmed,Professor,5,9012 Street Islamabad
2002-01-16,Female,Other,Islam,Pakistani,0512933220074,Sajid Khan,Artist,6,1234 Street Lahore
2000-11-02,Male,Single,Islam,Pakistani,8123618552177,Sajjad Ahmed,Engineer,7,5678 Street Karachi
2004-06-07,Female,Married,Islam,Pakistani,0833088890319,Salman Ali,Doctor,8,9012 Street Islamabad
2002-11-16,Male,Other,Islam,Pakistani,3038462317030,Sami Khan,Teacher,1,1234 Street Lahore
1994-09-08,Female,Single,Islam,Pakistani,9849491296899,Saqib Ali,Accountant,2,5678 Street Karachi
1994-03-20,Male,Married,Islam,Pakistani,8207750102332,Shahbaz Ahmed,Professor,3,9012 Street Islamabad
2003-04-21,Female,Other,Islam,Pakistani,3731495855355,Shahid Ali,Artist,4,1234 Street Lahore
2003-03-06,Male,Single,Islam,Pakistani,6981897517384,Shakeel Ahmed,Engineer,5,5678 Street Karachi
1997-07-29,Female,Married,Islam,Pakistani,1500914171169,Shoaib Khan,Doctor,6,9012 Street Islamabad
2000-12-05,Male,Other,Islam,Pakistani,1532488141756,Sohail Ahmed,Teacher,7,1234 Street Lahore
1999-07-09,Female,Single,Islam,Pakistani,3116289851759,Taimoor Ali,Accountant,8,5678 Street Karachi
1996-09-18,Male,Married,Islam,Pakistani,7400429530291,Talha Ahmed,Professor,1,9012 Street Islamabad
2001-06-30,Female,Other,Islam,Pakistani,6704644510484,Tariq Ali,Artist,2,1234 Street Lahore
1996-11-27,Male,Single,Islam,Pakistani,6011055720697,Waqas Ahmed,Engineer,3,5678 Street Karachi
1996-11-05,Female,Married,Islam,Pakistani,6261613440119,Waseem Khan,Doctor,4,9012 Street Islamabad
2003-11-15,Male,Other,Islam,Pakistani,6385028709633,Yasir Ahmed,Teacher,5,1234 Street Lahore
2003-08-30,Female,Single,Islam,Pakistani,1274934466429,Yasir Khan,Accountant,6,5678 Street Karachi
2000-07-27,Male,Married,Islam,Pakistani,2604868169543,Zafar Ali,Professor,7,9012 Street Islamabad
1994-10-21,Female,Other,Islam,Pakistani,1741593943893,Zahid Ahmed,Artist,8,1234 Street Lahore
2000-08-03,Male,Single,Islam,Pakistani,7037735858987,Zaid Khan,Engineer,1,5678 Street Karachi
2000-09-27,Female,Married,Islam,Pakistani,3500120069273,Zain Ahmed,Doctor,2,9012 Street Islamabad
1998-11-30,Male,Other,Islam,Pakistani,6801226102934,Zainab Khan,Teacher,3,1234 Street Lahore
1994-12-21,Female,Single,Islam,Pakistani,9223070446653,Zainul Abideen,Accountant,4,5678 Street Karachi
1997-04-14,Male,Married,Islam,Pakistani,0626694202547,Zakir Khan,Professor,5,9012 Street Islamabad
1996-02-10,Female,Other,Islam,Pakistani,2377622881565,Zara Ahmed,Artist,6,1234 Street Lahore
2000-06-25,Male,Single,Islam,Pakistani,2214910027657,Zeeshan Ali,Engineer,7,5678 Street Karachi
1997-05-14,Female,Married,Islam,Pakistani,7671871346084,Zia Ahmed,Doctor,8,9012 Street Islamabad
1997-08-02,Male,Other,Islam,Pakistani,1793452175470,Zubair Ali,Teacher,1,1234 Street Lahore
1997-09-23,Female,Single,Islam,Pakistani,3398315828573,Zubair Ahmed,Accountant,2,5678 Street Karachi
2003-07-30,Male,Married,Islam,Pakistani,9456769725643,Ahmed Ali,Professor,3,9012 Street Islamabad
1999-06-23,Female,Other,Islam,Pakistani,5116603598496,Asad Khan,Artist,4,1234 Street Lahore
1994-03-19,Male,Single,Islam,Pakistani,4771616562962,Asad Ahmed,Engineer,5,5678 Street Karachi
2000-08-27,Female,Married,Islam,Pakistani,6381554166373,Bilal Khan,Doctor,6,9012 Street Islamabad
1996-07-31,Male,Other,Islam,Pakistani,3098181778759,Faisal Ahmed,Teacher,7,1234 Street Lahore
1999-07-07,Female,Single,Islam,Pakistani,4119216722971,Ghulam Ali,Accountant,8,5678 Street Karachi
1997-01-02,Male,Married,Islam,Pakistani,6869825657075,Hassan Khan,Professor,1,9012 Street Islamabad
1994-11-22,Female,Other,Islam,Pakistani,2168324230004,Imran Ahmed,Artist,2,1234 Street Lahore
1994-10-23,Male,Single,Islam,Pakistani,2613006570758,Javed Ali,Engineer,3,5678 Street Karachi
2000-10-07,Female,Married,Islam,Pakistani,9775508396268,Khalid Khan,Doctor,4,9012 Street Islamabad
2001-12-12,Male,Other,Islam,Pakistani,9942176530042,Mohammad Hassan,Teacher,5,1234 Street Lahore
1995-08-14,Female,Single,Islam,Pakistani,1447276721601,Obaid Ali,Accountant,6,5678 Street Karachi
2004-08-26,Male,Married,Islam,Pakistani,4871105941544,Shahid Khan,Professor,7,9012 Street Islamabad
2003-08-02,Female,Other,Islam,Pakistani,0244585542484,Waheed Ahmed,Artist,8,1234 Street Lahore
1997-04-06,Male,Single,Islam,Pakistani,5741737385663,Yasir Ali,Engineer,1,5678 Street Karachi
2004-08-04,Female,Married,Islam,Pakistani,0298155192664,Zubair Khan,Doctor,2,9012 Street Islamabad
1995-08-15,Male,Other,Islam,Pakistani,4624801198989,Asad Ahmed,Teacher,3,1234 Street Lahore
1997-12-25,Female,Single,Islam,Pakistani,4445606203438,Bilal Ali,Accountant,4,5678 Street Karachi
1999-02-09,Male,Married,Islam,Pakistani,4096697286049,Fahad Khan,Professor,5,9012 Street Islamabad
1999-10-06,Female,Other,Islam,Pakistani,2640155955633,Faisal Ahmed,Artist,6,1234 Street Lahore
2000-01-09,Male,Single,Islam,Pakistani,6981872471409,Ghulam Ali,Engineer,7,5678 Street Karachi
1996-10-18,Female,Married,Islam,Pakistani,3717262986369,Haris Ali,Doctor,8,9012 Street Islamabad
1995-07-08,Male,Other,Islam,Pakistani,1812245774310,Imran Khan,Teacher,1,1234 Street Lahore
2000-07-05,Female,Single,Islam,Pakistani,2330059522970,Javed Ahmed,Accountant,2,5678 Street Karachi
1996-02-28,Male,Married,Islam,Pakistani,2822505784299,Kamran Ali,Professor,3,9012 Street Islamabad
2002-09-16,Female,Other,Islam,Pakistani,3095538871549,Khalid Ahmed,Artist,4,1234 Street Lahore
1997-07-06,Male,Single,Islam,Pakistani,0604738735179,Mohammad Ali,Engineer,5,5678 Street Karachi
1995-12-23,Female,Married,Islam,Pakistani,6423201319719,Nadeem Khan,Doctor,6,9012 Street Islamabad
2000-07-26,Male,Other,Islam,Pakistani,4218597368574,Obaid Ahmed,Teacher,7,1234 Street Lahore
2004-06-18,Female,Single,Islam,Pakistani,1813172350272,Rizwan Ali,Accountant,8,5678 Street Karachi
1998-12-07,Male,Married,Islam,Pakistani,8539484135689,Saad Ahmed,Professor,1,9012 Street Islamabad
1999-02-17,Female,Other,Islam,Pakistani,0950941118682,Sajid Khan,Artist,2,1234 Street Lahore
2002-01-24,Male,Single,Islam,Pakistani,4774387787453,Sajjad Ahmed,Engineer,3,5678 Street Karachi
1996-07-20,Female,Married,Islam,Pakistani,7270589754852,Salman Ali,Doctor,4,9012 Street Islamabad
1995-09-22,Male,Other,Islam,Pakistani,3221440215145,Sami Khan,Teacher,5,1234 Street Lahore
1997-08-22,Female,Single,Islam,Pakistani,4196873830245,Saqib Ali,Accountant,6,5678 Street Karachi
2001-01-26,Male,Married,Islam,Pakistani,1416202341069,Shahbaz Ahmed,Professor,7,9012 Street Islamabad
2002-03-03,Female,Other,Islam,Pakistani,6464839109014,Shahid Ali,Artist,8,1234 Street Lahore
1998-09-17,Male,Single,Islam,Pakistani,0714218601410,Shakeel Ahmed,Engineer,1,5678 Street Karachi
1999-07-31,Female,Married,Islam,Pakistani,8107957065351,Shoaib Khan,Doctor,2,9012 Street Islamabad
1999-10-09,Male,Other,Islam,Pakistani,4777964444792,Sohail Ahmed,Teacher,3,1234 Street Lahore
2002-08-05,Female,Single,Islam,Pakistani,4482546301463,Taimoor Ali,Accountant,4,5678 Street Karachi
1995-11-23,Male,Married,Islam,Pakistani,8485440221639,Talha Ahmed,Professor, 7, 5765 street Faislabad
1996-03-01,Male,Single,Islam,Pakistani,2162590771014,Ahmed Khan,Engineer,1,123 Street Lahore
1999-07-18,Female,Married,Islam,Pakistani,2390651580523,Fatima Ali,Doctor,2,456 Street Karachi
1997-07-13,Other,Other,Islam,Pakistani,9270535007765,Ali Raza,Artist,3,789 Street Islamabad
1995-07-03,Male,Single,Islam,Pakistani,9520312281140,Mohammad Khan,Teacher,4,101 Street Lahore
2000-06-16,Female,Married,Islam,Pakistani,7116480703438,Aisha Ahmed,Engineer,5,202 Street Karachi
1995-06-08,Other,Other,Islam,Pakistani,3868933830386,Aliya Siddiqui,Doctor,6,303 Street Islamabad
1995-10-19,Male,Single,Islam,Pakistani,9138207745588,Kamran Ali,Artist,7,404 Street Lahore
1997-07-11,Female,Married,Islam,Pakistani,9842185153586,Sara Khan,Teacher,8,505 Street Karachi
2002-12-31,Other,Other,Islam,Pakistani,6067862393129,Faisal Ahmed,Engineer,1,606 Street Islamabad
2004-09-12,Male,Single,Islam,Pakistani,3559963084644,Khadija Ahmed,Doctor,2,707 Street Lahore
2002-07-23,Female,Married,Islam,Pakistani,8274793772804,Zahid Ali,Artist,3,808 Street Karachi
1995-09-06,Other,Other,Islam,Pakistani,4107279834327,Farhana Khan,Teacher,4,909 Street Islamabad
1996-12-15,Male,Single,Islam,Pakistani,5940604170368,Arif Ahmed,Engineer,5,111 Street Lahore
1994-11-10,Female,Married,Islam,Pakistani,2592421752743,Zoya Ali,Doctor,6,222 Street Karachi
1997-11-24,Other,Other,Islam,Pakistani,2079318019861,Farhan Khan,Artist,7,333 Street Islamabad
1994-03-01,Male,Single,Islam,Pakistani,8710514109576,Hina Ahmed,Teacher,8,444 Street Lahore
2001-09-06,Female,Married,Islam,Pakistani,3331230870741,Usman Ali,Engineer,1,555 Street Karachi
1997-10-22,Other,Other,Islam,Pakistani,0729732136491,Sadia Khan,Doctor,2,666 Street Islamabad
1998-07-02,Male,Single,Islam,Pakistani,7137992012075,Ali Abbas,Artist,3,777 Street Lahore
2002-07-14,Female,Married,Islam,Pakistani,7566405123678,Mohammad Ali,Teacher,4,888 Street Karachi
2001-03-21,Other,Other,Islam,Pakistani,1010676745305,Ayesha Ahmed,Engineer,5,999 Street Islamabad
2001-09-07,Male,Single,Islam,Pakistani,0517628452953,Zainab Khan,Doctor,6,123 Avenue Lahore
2003-05-04,Female,Married,Islam,Pakistani,3188007322464,Saad Ahmed,Artist,7,234 Avenue Karachi
1994-04-21,Other,Other,Islam,Pakistani,2679828064333,Sana Ali,Teacher,8,345 Avenue Islamabad
1997-05-24,Male,Single,Islam,Pakistani,6739988791877,Amna Khan,Engineer,1,456 Avenue Lahore
2002-10-06,Female,Married,Islam,Pakistani,0803924069924,Asad Ahmed,Doctor,2,567 Avenue Karachi
1995-04-08,Other,Other,Islam,Pakistani,7324998363624,Fatima Khan,Artist,3,678 Avenue Islamabad
1995-06-11,Male,Single,Islam,Pakistani,8868388075667,Bilal Ali,Teacher,4,789 Avenue Lahore
1994-01-12,Female,Married,Islam,Pakistani,3068486776725,Anas Ahmed,Engineer,5,890 Avenue Karachi
1998-11-30,Other,Other,Islam,Pakistani,5265403775720,Saima Khan,Doctor,6,901 Avenue Islamabad
2000-07-20,Male,Single,Islam,Pakistani,3803919791801,Fatima Ali,Artist,7,012 Avenue Lahore
1994-11-03,Female,Married,Islam,Pakistani,9543511040443,Hammad Ahmed,Teacher,8,123 Avenue Karachi
1999-06-03,Other,Other,Islam,Pakistani,1442157894472,Noman Khan,Engineer,1,234 Avenue Islamabad
2001-07-10,Male,Single,Islam,Pakistani,0847202771288,Kiran Ali,Doctor,2,345 Avenue Lahore
1996-03-31,Female,Married,Islam,Pakistani,1010500655791,Usama Ahmed,Artist,3,456 Avenue Karachi
1998-06-06,Other,Other,Islam,Pakistani,6475558333934,Hafsa Khan,Teacher,4,567 Avenue Islamabad
1997-10-16,Male,Single,Islam,Pakistani,7931644514883,Aliya Khan,Engineer,5,678 Avenue Lahore
2001-03-04,Female,Married,Islam,Pakistani,0875819132061,Waqar Ali,Doctor,6,789 Avenue Karachi
1996-08-29,Other,Other,Islam,Pakistani,5435881536743,Fatima Ahmed,Artist,7,890 Avenue Islamabad
2004-09-11,Male,Single,Islam,Pakistani,4679364652191,Anam Khan,Teacher,8,901 AvenueLahore
2004-11-22,Female,Married,Islam,Pakistani,0329028841309,Haris Ahmed,Engineer,1,012 Avenue Karachi
2003-11-27,Other,Other,Islam,Pakistani,9223062424928,Nadia Khan,Doctor,2,123 Avenue Islamabad
2004-09-09,Male,Single,Islam,Pakistani,5489709665519,Wajahat Ali,Artist,3,234 Avenu Lahore
2003-05-22,Female,Married,Islam,Pakistani,4192197351288,Saim Khan,Teacher,4,345 Avenu Karachi
2000-06-12,Other,Other,Islam,Pakistani,3935822894829,Komal Ahmed,Engineer,5,456 Avenue Islamabad
1999-02-16,Male,Single,Islam,Pakistani,1446865111601,Rida Khan,Doctor,6,567 Avenue Lahore
2002-07-28,Female,Married,Islam,Pakistani,8375404335535,Hussain Ali,Artist,7,678 Avenue Karachi
1995-09-21,Other,Other,Islam,Pakistani,3955156347363,Zubair Ahmed,Teacher,8,789 Avenu Islamabad
1995-12-13,Male,Single,Islam,Pakistani,5938822466785,Saima Ali,Engineer,1,890 Avenue Lahore
1997-05-10,Female,Married,Islam,Pakistani,3472970138458,Faisal Khan,Doctor,2,901 Avenue Karachi
1994-03-20,Other,Other,Islam,Pakistani,3442292742048,Adeel Ahmed,Artist,3,012 Avenue Islamabad
1996-07-04,Male,Single,Islam,Pakistani,8402697797812,Aiman Khan,Teacher,4,123 Avenu Lahore
2003-02-11,Female,Married,Islam,Pakistani,0724646229048,Mohammad Ali,Engineer,5,234 Avenue Karachi
2003-09-09,Other,Other,Islam,Pakistani,9996277776409,Nida Ahmed,Doctor,6,345 Avenue Islamabad
